AmountOfPlay,AuthorID,Collection,Comment,CreationDate,Forwarding,Labels,NumberOfSongs,SongListName,SongsListID,Url
16286,445189786,78,1,2024-05-07,1,欧美 R&B/Soul 90后 ,36,欧美R&B入坑曲：封神旋律 是谁的一代青春,10009377589,https://music.163.com/playlist?id=10009377589
122084,389336627,1026,10,2024-02-27,10,欧美 另类/独立 兴奋 ,78,荒诞美学｜神秘诡谲°优雅与疯狂,9355373057,https://music.163.com/playlist?id=9355373057
284242,342371680,1124,5,2024-03-05,10,华语 流行 R&B/Soul ,130,华语R&B：百听不厌的华语节奏布鲁斯,9381079097,https://music.163.com/playlist?id=9381079097
113145992,7017009,2636419,6883,2014-08-30,37693,轻音乐 学习 治愈 ,44,那些你熟悉却又不知道名字的轻音乐,26467411,https://music.163.com/playlist?id=26467411
185147,1661470704,800,6,2024-03-06,26,欧美 流行 英伦 ,30,第44届全英音乐奖‖SZA拿下年度国际艺术家,9388585797,https://music.163.com/playlist?id=9388585797
3131,346769611,23,评论,2024-05-11,0,电子 流行 游戏 ,48,『游戏高燃BGM｜全程高能一燃到底』,10040225713,https://music.163.com/playlist?id=10040225713
195265,290894929,708,3,2024-02-26,7,流行 舞曲 韩语 ,88,『韩语歌』那些让人一秒沦陷的神仙前奏,9351138519,https://music.163.com/playlist?id=9351138519
34039,115793593,155,3,2024-03-21,1,欧美 电子 驾车 ,116,运动【硬曲】【战歌起】自律时代,9501641586,https://music.163.com/playlist?id=9501641586
15803,342371680,105,评论,2024-04-10,0,欧美 R&B/Soul 浪漫 ,39,无前奏R&B | 开口脆 强吻般浪漫布鲁斯,9744022802,https://music.163.com/playlist?id=9744022802
5185,1475052225,42,1,2024-03-30,1,欧美 电子 驾车 ,106,车载必备｜高速必备DJ舞曲,9590480987,https://music.163.com/playlist?id=9590480987
473712,107742044,3222,5,2024-04-06,31,华语 流行 综艺 ,114,最强音综：神级现场，惊艳全场,9690444186,https://music.163.com/playlist?id=9690444186
97350,2071162991,202,1,2024-03-18,8,华语 流行 夜晚 ,85,亲爱的你是唯一让我如此难以入眠,9474470606,https://music.163.com/playlist?id=9474470606
62847,115793593,288,4,2024-03-21,3,欧美 电子 驾车 ,120,运动【硬曲】【战歌起】自律时代,9500819475,https://music.163.com/playlist?id=9500819475
13946,380154710,66,2,2024-05-03,5,日语 摇滚 ACG ,48,日漫超燃ACG |命运止于此夜 无尽刀剑齐鸣,9978045476,https://music.163.com/playlist?id=9978045476
4559,1475052225,40,3,2024-03-26,1,欧美 电子 驾车 ,98,运动【硬曲】【战歌起】自律时代,9536140543,https://music.163.com/playlist?id=9536140543
31292,1411918350,1245,32,2024-04-12,37,欧美 流行 R&B/Soul ,100,Spotify 流媒体时代最伟大的100首R&B歌曲,9760878350,https://music.163.com/playlist?id=9760878350
84036,5088441805,670,11,2024-05-07,8,欧美 浪漫 R&B/Soul ,67,微醺氛围感R&B：韵律小情歌 慵懒俏皮性感,10017037167,https://music.163.com/playlist?id=10017037167
100021,342371680,1195,7,2024-04-12,19,欧美 R&B/Soul 放松 ,88,100%松弛度/灵魂乐R&B 慵懒 迷幻氛围,9772379403,https://music.163.com/playlist?id=9772379403
4694,349808402,16,评论,2024-05-01,0,欧美 电子 游戏 ,92,那些超燃超带感的英文歌【精选合集no.1】,9958289078,https://music.163.com/playlist?id=9958289078
1901,342371680,32,1,2024-04-17,1,安静 孤独 治愈 ,58,至此鲜花赠自己，纵马踏花向自由,9813546897,https://music.163.com/playlist?id=9813546897
234535,2071162991,513,2,2024-03-11,5,华语 流行 说唱 ,92,春日限定｜嗓音里的惬意慵懒，暧昧不断…,9411308233,https://music.163.com/playlist?id=9411308233
167994,312585551,531,2,2024-03-02,5,华语 流行 90后 ,170,华语80，90后经典老歌 | 怀念青春的模样,9369249551,https://music.163.com/playlist?id=9369249551
48034,513946110,681,2,2024-05-14,3,华语 流行 综艺 ,40,『综艺』天赐的声音第五季｜最全合集,10052218918,https://music.163.com/playlist?id=10052218918
2934,445189786,19,评论,2024-05-03,0,流行 夜晚 伤感 ,90,雨停了 再送伞就没意义了,9981784231,https://music.163.com/playlist?id=9981784231
55770,339152569,890,3,2024-04-12,0,华语 流行 R&B/Soul ,56,【R&B/流行】今天辛苦了 进来休息下吧！,9765947737,https://music.163.com/playlist?id=9765947737
3976,312585551,35,评论,2024-05-12,1,电子 驾车 性感 ,115,抖腿车载DJ硬曲 | 低音炮震撼低沉鼓点音浪,10042588952,https://music.163.com/playlist?id=10042588952
7504,342371680,66,评论,2024-03-19,2,欧美 流行 快乐 ,87,欧美清爽调 | 自由灵魂氧 | 音乐律动walk,9482738367,https://music.163.com/playlist?id=9482738367
927396,107742044,5084,3,2024-02-16,29,流行 华语 综艺 ,143,综艺名场面live：一人一首成名曲,9305502310,https://music.163.com/playlist?id=9305502310
10019,3242104111,72,评论,2024-04-08,1,华语 说唱 民族 ,32,民族嘻哈｜说唱不止迪士尼还有五湖四海的风,9719176687,https://music.163.com/playlist?id=9719176687
22136,107742044,173,评论,2024-05-12,0,华语 流行 综艺 ,78,天赐的声音我是歌手：历届金曲舞台,10042248091,https://music.163.com/playlist?id=10042248091
115599,107742044,222,1,2024-02-16,3,韩语 流行 酒吧 ,56,韩语流行热歌：哪首是你的心头好,9306039296,https://music.163.com/playlist?id=9306039296
38504,2071162991,96,1,2024-04-29,3,华语 流行 浪漫 ,145,大胆奔赴 | 允许一切如其所事,9936735669,https://music.163.com/playlist?id=9936735669
2560,445189786,31,评论,2024-05-11,0,日语 流行 治愈 ,124,日语治愈：动心旋律 温柔治愈的日系歌曲,10040430937,https://music.163.com/playlist?id=10040430937
276837,1461603447,654,28,2024-05-17,24,快乐 浪漫 放松 ,43,520心动指南｜其实只是想找个理由见你,10063041158,https://music.163.com/playlist?id=10063041158
7785,1499091900,26,2,2024-04-30,0,华语 R&B/Soul 浪漫 ,35,华语R&B||把地球倒置，我用撒哈拉沙漠计时,9951852914,https://music.163.com/playlist?id=9951852914
11573,1475052225,74,评论,2024-03-26,3,欧美 电子 驾车 ,118,运动【硬曲】【战歌起】自律时代,9536256775,https://music.163.com/playlist?id=9536256775
3858,380154710,20,1,2024-04-20,2,华语 流行 经典 ,56,反方向的钟 | “说好的幸福呢”,9845931493,https://music.163.com/playlist?id=9845931493
21149,2118682115,111,评论,2024-04-11,2,华语 电子 驾车 ,203,一听上瘾丨适合循环播放DJ咚鼓歌曲,9756121142,https://music.163.com/playlist?id=9756121142
35555,2118682115,108,1,2024-04-12,0,欧美 电子 兴奋 ,68,打游戏必备丨戴上耳机 逆风翻盘carry全场,9760000074,https://music.163.com/playlist?id=9760000074
69487,107742044,225,评论,2024-03-16,4,华语 怀旧 90后 ,72,华语怀旧：重拾90后往昔岁月,9455871473,https://music.163.com/playlist?id=9455871473
413904,1461603447,1641,24,2024-04-09,32,华语 流行 旅行 ,30,五一快乐｜在旅途中邂逅美妙的旋律,9726256721,https://music.163.com/playlist?id=9726256721
29873,312585551,184,评论,2024-03-31,1,华语 流行 90后 ,179,经典老歌 | 90后萦绕在耳畔的回忆,9607064956,https://music.163.com/playlist?id=9607064956
5093,422767,16,评论,2024-05-23,1,欧美 治愈 ,20,欧美治愈日记本 · 笑着面对痛点,10085324532,https://music.163.com/playlist?id=10085324532
155659,380154710,513,11,2024-02-07,33,华语 R&B/Soul 浪漫 ,92,华语Rnb：别让世俗淹没生活的浪漫和热情,9269883018,https://music.163.com/playlist?id=9269883018
11103,3327595269,48,1,2024-05-07,1,流行 夜晚 伤感 ,26,戳泪预警：孤独患者一个人的狂欢,10008795146,https://music.163.com/playlist?id=10008795146
1216,105595655,4,评论,2024-03-19,0,另类/独立 欧美 安静 ,60,独立流行｜孤独且鲜红的野玫瑰,9486843417,https://music.163.com/playlist?id=9486843417
7919,290894929,66,评论,2024-04-13,0,华语 流行 90后 ,163,90后｜一人一首成名曲 -经典永不过时,9773802034,https://music.163.com/playlist?id=9773802034
255833,342371680,2162,7,2024-01-20,25,欧美 R&B/Soul 浪漫 ,145,浪漫R&B：或甜或欲 浪漫撩耳的迷醉氛围,9174389076,https://music.163.com/playlist?id=9174389076
5282,290894929,39,评论,2024-04-07,0,90后 流行 怀旧 ,100,经典老歌 | 90后青春回忆 怀旧流行歌曲,9703399866,https://music.163.com/playlist?id=9703399866
5651,290894929,48,评论,2024-04-05,1,90后 经典 华语 ,88,90后经典 | 一人一首成名曲 火爆华语乐坛,9678845718,https://music.163.com/playlist?id=9678845718
317,516122350,5,评论,2024-04-16,1,欧美 说唱 ,141,说唱|让你一秒沦陷的动感旋律,9808650754,https://music.163.com/playlist?id=9808650754
14497,417722,223,评论,2024-04-02,2,华语 综艺 ,130,天赐的声音第五季第5期｜歌曲全收录持更,9638533417,https://music.163.com/playlist?id=9638533417
7810,1475052225,62,1,2024-03-30,1,欧美 电子 驾车 ,101,『蹦迪 车载 抖腿』车窗摇下，声音调到最大,9590440052,https://music.163.com/playlist?id=9590440052
4022,107742044,53,评论,2024-05-02,0,华语 流行 综艺 ,60,天赐的声音金曲：汪苏泷 张碧晨 王赫野,9971003681,https://music.163.com/playlist?id=9971003681
1027,290894929,12,评论,2024-05-07,0,华语 流行 90后 ,200,华语经典 | 90后流行歌曲 旧时光的不老岁月,10008726850,https://music.163.com/playlist?id=10008726850
1653,290894929,21,评论,2024-04-18,0,华语 流行 安静 ,64,王菲/刘若英/林忆莲/王若琳/莫文蔚等,9832492098,https://music.163.com/playlist?id=9832492098
3257,2118682115,20,评论,2024-04-28,0,粤语 流行 经典 ,142,粤语经典老歌 首首经典 曲曲好听,9925802966,https://music.163.com/playlist?id=9925802966
1384,107742044,20,评论,2024-04-29,0,华语 流行 90后 ,100,蔡健雅 莫文蔚 杨丞琳 徐佳莹 梁静茹,9945712950,https://music.163.com/playlist?id=9945712950
5215,107742044,54,评论,2024-04-06,0,华语 流行 综艺 ,100,声生不息&天赐的声音&中国好声音,9695574958,https://music.163.com/playlist?id=9695574958
4194,290894929,21,1,2024-04-18,0,经典 华语 流行 ,104,经典老歌 | 90后回忆杀 给你一首我爱的歌,9824208790,https://music.163.com/playlist?id=9824208790
402526,342371680,2091,13,2024-02-29,18,华语 流行 驾车 ,112,「中文DJ嗨曲」 车载必备 慢摇DJ舞曲 ,9364738029,https://music.163.com/playlist?id=9364738029
2052,290894929,15,评论,2024-04-15,0,华语 流行 90后 ,66,90后回忆杀｜华语乐坛忆青春流行歌曲,9796197580,https://music.163.com/playlist?id=9796197580
488412,107742044,2532,6,2024-02-13,13,华语 流行 感动 ,137,毛不易，单依纯，张碧晨，薛之谦，邓紫棋,9295587633,https://music.163.com/playlist?id=9295587633
7218,290894929,38,评论,2024-04-04,0,华语 流行 经典 ,100,那些好听到爆的经典老歌 一秒沦陷,9673986928,https://music.163.com/playlist?id=9673986928
3992,107742044,21,评论,2024-05-10,0,华语 流行 综艺 ,116,张碧晨汪苏泷陈楚生周深张杰毛不易,10035669020,https://music.163.com/playlist?id=10035669020
1632,629268620,32,1,2024-04-19,0,欧美 电子 驾车 ,113,运动【硬曲】【战歌起】自律时代,9844238233,https://music.163.com/playlist?id=9844238233
7285,1289346856,58,评论,2024-05-11,0,清新 放松 治愈 ,36,INFJ放空｜感受夏日午后微风的味道,10041012901,https://music.163.com/playlist?id=10041012901
269491,107742044,1641,8,2024-02-01,8,华语 翻唱 综艺 ,87,神级翻唱live：享受天花板级别的嗓音,9238869483,https://music.163.com/playlist?id=9238869483
26966,312585551,169,评论,2024-03-25,1,华语 流行 90后 ,121,80，90后专属经典老歌 | 重温青春年少时刻,9518409119,https://music.163.com/playlist?id=9518409119
61685312,78905899,1739740,6280,2015-10-04,28134,轻音乐 钢琴 ACG ,127,"〖唯美纯音〗不需要歌词,也可以打动你的心",112875926,https://music.163.com/playlist?id=112875926
22356126,423252549,345334,1008,2017-10-01,6355,欧美 蓝调 爵士 ,124,深情布鲁斯，浓情老酒馆。,939320758,https://music.163.com/playlist?id=939320758
2301176,36193129,16593,138,2019-12-11,662,摇滚 金属 ,206,国摇金属:梦与花火怒放的桀骜篇章,3114158828,https://music.163.com/playlist?id=3114158828
5853646,122356259,107871,289,2017-12-01,2431,爵士 Bossa Nova 小语种 ,35,法语爵士|红酒与玫瑰浪漫邂逅,1997190595,https://music.163.com/playlist?id=1997190595
704221,80597181,5978,55,2019-02-03,397,欧美 流行 世界音乐 ,137,【德语】莱茵河畔之风拂过心田,2653868848,https://music.163.com/playlist?id=2653868848
1712,107742044,23,评论,2024-03-20,1,华语 流行 综艺 ,100,『中国好声音&天赐的声音&声生不息』最新热歌收录,9487776277,https://music.163.com/playlist?id=9487776277
4219,290894929,26,评论,2024-04-07,0,华语 怀旧 经典 ,102,经典老歌 | 90后回忆杀 一起回到那个年代,9704577823,https://music.163.com/playlist?id=9704577823
3060,1289346856,38,2,2024-03-05,0,清新 放松 治愈 ,52,春日放空系：悠闲散漫 温柔慵懒 沐浴微风 ,9382428750,https://music.163.com/playlist?id=9382428750
2972,107742044,38,评论,2024-04-25,0,华语 流行 驾车 ,117,周深 毛不易 汪苏泷 单依纯 张杰 张碧晨,9904321307,https://music.163.com/playlist?id=9904321307
3904,107742044,56,评论,2024-05-09,0,华语 流行 综艺 ,76,天赐的声音：张碧晨+汪苏泷+陈楚生+杨宗纬,10028444882,https://music.163.com/playlist?id=10028444882
678428,290894929,2712,14,2024-03-04,18,华语 怀旧 经典 ,116,承载我们回忆的经典老歌 致敬曾经的岁月,9379612912,https://music.163.com/playlist?id=9379612912
2858,107742044,28,评论,2024-03-23,0,华语 流行 综艺 ,100,顶级live：2024最值得听的神级舞台,9512251168,https://music.163.com/playlist?id=9512251168
8671,48578227,54,2,2024-04-17,0,欧美 流行 治愈 ,68,温柔治愈系 | 音乐才是荒芜人生的解药。,9813441041,https://music.163.com/playlist?id=9813441041
34064,290894929,133,1,2024-03-03,0,华语 流行 90后 ,96,重温 | 90后青春回忆 藏在老歌里的故事,9373493194,https://music.163.com/playlist?id=9373493194
4958,107742044,52,评论,2024-03-22,0,华语 流行 综艺 ,99,单依纯，周深，张杰，陈楚生，毛不易,9502641126,https://music.163.com/playlist?id=9502641126
1729,8415585269,15,评论,2024-05-07,0,华语 90后 怀旧 ,200,怀旧老歌 | 90后的经典 旧时光里的不老岁月,10010658736,https://music.163.com/playlist?id=10010658736
281927,374024623,2845,11,2021-06-14,280,摇滚 后摇 孤独 ,195,新式后摇 | 致敬旅行者号 最孤独的星际行者,6806734716,https://music.163.com/playlist?id=6806734716
28588884,7394345,252947,812,2016-11-20,7835,华语 民谣 孤独 ,287,华语民谣 I 孤独的心诠释诗意和远方,514947114,https://music.163.com/playlist?id=514947114
4007465,416512878,59041,426,2017-03-29,785,古典 钢琴 器乐 ,73,乐器之王——钢琴 | 从古至今的指尖魅力,644943140,https://music.163.com/playlist?id=644943140
14196094,83659385,324024,2637,2017-07-06,4704,民谣 游戏 ACG ,129,『小酒馆』剑与魔法 · 旅途中的休憩时光,800496969,https://music.163.com/playlist?id=800496969
3335871,45441555,91347,624,2017-05-30,1024,日语 治愈 ACG ,30,日系治愈｜想成为一个温柔的人,745510353,https://music.163.com/playlist?id=745510353
6074873,83659385,86882,1014,2017-08-29,1450,轻音乐 伤感 ACG ,81,『物哀纯音』漫天飞舞的红叶，暮色黄昏,899361402,https://music.163.com/playlist?id=899361402
2048947,341030416,22206,61,2019-07-11,934,Bossa Nova 爵士 拉丁 ,158,Bossa Nova｜聆听热情桑巴中的慵懒时光,2879306923,https://music.163.com/playlist?id=2879306923
3497606,93937325,35887,299,2015-11-27,992,安静 轻音乐 器乐 ,34,纯音 | 静淌时隙悄然掠过 | 助眠,132259437,https://music.163.com/playlist?id=132259437
2158395,306851500,26241,66,2020-04-18,819,爵士 欧美 ,30,复古慵懒 | 当经典摇滚被爵士如此演绎,4974682089,https://music.163.com/playlist?id=4974682089
29752948,44530116,507288,2565,2018-01-27,14852,轻音乐 放松 安静 ,104,助眠辑 | 自然音，伴灵动乐符萦绕耳畔,2075587022,https://music.163.com/playlist?id=2075587022
16912914,320509339,161588,812,2017-09-15,2341,华语 民谣 治愈 ,29,想开家茶馆，放首民谣给从前,919939187,https://music.163.com/playlist?id=919939187
5540483,341030416,32954,263,2021-03-18,2756,欧美 摇滚 快乐 ,118,可爱摇滚｜一剂抵挡春困的上好良药,6666112560,https://music.163.com/playlist?id=6666112560
7640054,1650191296,72920,331,2019-08-14,1805,欧美 R&B/Soul 夜晚 ,300,倾吐隐秘情绪｜百位R&B歌手精选,2936255937,https://music.163.com/playlist?id=2936255937
2102671,122356259,32091,136,2019-02-02,881,欧美 爵士 酒吧 ,62,黑胶唱片机|微醺情调耳边低语,2651898154,https://music.163.com/playlist?id=2651898154
10757280,7394345,189292,824,2016-06-29,3446,电子 夜晚 孤独 ,87,空灵纯音 ' 孤独症患者的绮丽梦境,411796573,https://music.163.com/playlist?id=411796573
2044707,374024623,24591,96,2020-10-04,574,轻音乐 钢琴 New Age ,235,钢琴独奏 | 当世界喧嚣时 宇宙依然宁静,5273305040,https://music.163.com/playlist?id=5273305040
14220694,60689372,405697,2255,2017-11-13,5955,轻音乐 安静 流行 ,38,「星轨旋律」揽下整个星空的纯音乐,995552555,https://music.163.com/playlist?id=995552555
5482125,85351650,88799,604,2017-01-23,3083,钢琴 古典 器乐 ,98,新古典集 I 三滴空明，庆赏无厌,579730540,https://music.163.com/playlist?id=579730540
1017352,3432498,13534,75,2021-02-17,1960,华语 摇滚 流行 ,413,乐团世代丨台湾乐团编年史（1980-2021）,6620660821,https://music.163.com/playlist?id=6620660821
4807262,107879460,81497,374,2018-04-11,1664,日语 怀旧 浪漫 ,58,City pop | 脱丧俱乐部里的复古蜜色,2180830258,https://music.163.com/playlist?id=2180830258
18293278,248426205,287616,1535,2018-07-25,3492,华语 民谣 古风 ,112,国风民谣 |满堂花醉三千客，一剑霜寒十四州,2331136477,https://music.163.com/playlist?id=2331136477
4291718,1653985242,74930,318,2019-08-10,693,日语 治愈 ,47,日系治愈：无法抗拒的温柔男声,2928393485,https://music.163.com/playlist?id=2928393485
1228689,85351650,9744,122,2016-12-08,454,欧美 乡村 摇滚 ,63,乡村摇滚 I 一簇炽而不灼的篝火,530916024,https://music.163.com/playlist?id=530916024
33082192,97412802,547677,4554,2017-03-29,17619,欧美 放松 快乐 ,63,不得了！这些英文歌的热评信息量好大……,645384312,https://music.163.com/playlist?id=645384312
9716882,75179909,155355,439,2017-11-20,2212,爵士 放松 轻音乐 ,66,「Jazz Hiphop纯音」被窝里的小咖啡馆,1984018874,https://music.163.com/playlist?id=1984018874
5736451,71937732,151479,335,2016-02-19,2271,古典 浪漫 思念 ,47,古典音樂史上最優美的夜曲与小夜曲,171967885,https://music.163.com/playlist?id=171967885
404429,379601668,6625,139,2021-01-25,373,民族 经典 ,60,中国戏剧最高奖–“梅花奖”,5482864472,https://music.163.com/playlist?id=5482864472
3090051,83659385,70650,665,2018-06-02,1259,轻音乐 爵士 ACG ,94,夜雀酒吧｜爵士与幻想乡少女的酒宴,2252139184,https://music.163.com/playlist?id=2252139184
6822181,2445590,118897,672,2016-09-10,2020,钢琴 影视原声 ,49,电影中的钢琴曲｜最会讲故事¹,461600464,https://music.163.com/playlist?id=461600464
8750921,62696289,189379,775,2017-10-15,2988,日语 钢琴 ACG ,152,不需要过多的伴奏，清唱也是一种美,959475356,https://music.163.com/playlist?id=959475356
4368904,322035816,112098,369,2016-11-19,1977,器乐 轻音乐 古典 ,63,弦声摇曳&魅影婆娑——悲泣的提琴之魂,514033019,https://music.163.com/playlist?id=514033019
2483524,1722591860,37397,263,2020-02-01,662,电子 轻音乐 器乐 ,805,国产纯音集 | 八百位音乐人，一人一曲,3222869790,https://music.163.com/playlist?id=3222869790
4369545,46665989,54394,246,2018-06-23,1887,爵士 放松 欧美 ,71,「Smooth Jazz」柔顺爵士，都市悠闲,2283573424,https://music.163.com/playlist?id=2283573424
1999163,477774868,25685,180,2024-01-10,320,电子 欧美 游戏 ,172,不会捏蓝（永劫无间）bgm收录【起飞版】,9129274037,https://music.163.com/playlist?id=9129274037
4403521,64131531,82121,553,2016-08-05,1591,日语 说唱 安静 ,61,"日系jazz hiphop,鼓点里的浪漫气息",437360812,https://music.163.com/playlist?id=437360812
2402660,311877725,51667,316,2016-10-07,1256,欧美 影视原声 感动 ,100,唯美震撼：聆听地球自然的呼吸,480747275,https://music.163.com/playlist?id=480747275
535549,3432498,8030,88,2017-06-10,365,韩语 摇滚 另类/独立 ,156,不期而遇丨indie音乐场景·「韩国乐队」,757295465,https://music.163.com/playlist?id=757295465
18287588,92582150,246406,2195,2017-05-19,3147,欧美 流行 90后 ,100,100位欧美90后歌手：他们把青春给了音乐,733122887,https://music.163.com/playlist?id=733122887
10263,119709454,579,27,2023-07-06,2,日语 流行 摇滚 ,209,日语冷门良曲发掘计划2【随缘更新中】,8534742865,https://music.163.com/playlist?id=8534742865
4029629,122356259,43281,126,2018-03-05,1497,欧美 Bossa Nova 放松 ,45,Bossa Nova惬意的下午茶时光,2128071807,https://music.163.com/playlist?id=2128071807
12055353,67853143,374372,1266,2016-06-19,5913,欧美 小语种 流行 ,149,【珍藏】必听的一百五十首音乐剧名曲,404757132,https://music.163.com/playlist?id=404757132
